Source_NAME,Activity,Activity Description
Marten River,Hiking,Transition Trail: Marten River’s Transition Trail offers a moderate hike that is five kilometers long and will take approximately two hours to complete. The trail takes you through a variety of forest types from mature pine stands to a Black Spruce bog.
Marten River,Natural Heritage Education,"Marten River offers a variety of interpretive programs for all ages. Park naturalists lead hikes, give evening programs and campfires, as well as telling visitors about the days of horse logging at the Winter Camp, a replica 19th-century logging camp that brings a bygone era to life. An award-winning film, “The Winter Camp”, was shot here years ago, depicting the hard work and dangers faced by the men who lived and worked in the frozen Canadian forests each winter. It is regularly shown in the Museum Theatre during summer months."
Marten River,Swimming,There are three natural sand beaches recommended for swimming. These beaches are marked with buoys and have gradual drop-offs. Please note: there are no lifeguards posted at the beaches and pets are not permitted.
McRae Point,Biking,Visitors are welcome to cycle on park roads.
McRae Point,Birding,McRae is host to 79 species of birds including the Yellow-throated Vireo and Pileated Woodpecker.
McRae Point,Boating,McRae Point has boat launch facilities and its location on Lake Simcoe offers access to the Trent Severn Waterway.
McRae Point,Fishing,Lake Simcoe offers great fishing opportunities for the avid angler.
McRae Point,Hiking,"Tucked away in McRae Point Provincial Park, is The Water’s Edge Trail. This trail offers visitors the chance to explore a diverse ecosystem and makes for a memorable experience at McRae Point. The start of the trail is located near our boat launch and will guide you along Lake Simcoe to a section of boardwalk, passing through lush hardwood swamp, rich in a variety of ferns. Further along the trail you will come out to a point known for magnificent sunsets over Lake Simcoe."
McRae Point,Hunting,"For information about hunting at McRae Point Provincial Park, you can visit the Ministry of Natural Resources web page at www.mnr.gov.on.ca. The annual Hunting Regulations Summary publication is available at Service Ontario on their website under the Publications tab at www.publications.serviceontario.ca 
You could also call the Ministry of Natural Resources Information Centre at 1-800-667-1940."
McRae Point,Swimming,McRae Point offers a large designated swimming area for visitors.
Mikisew,Biking,Cycling is permitted on all trails and park roads.
Mikisew,Birding,More than 90 species of birds frequent the waters and forests of Mikisew such as Bald Eagle and Osprey.
Mikisew,Boating,Power boats are allowed on Eagle Lake. A note of caution: there are numerous unmarked shoals.
Mikisew,Canoeing,"Eagle Lake
Launch your canoe or rent one from one of the local outfitters and you can paddle right into Eagle Lake. Spend the day exploring all that Eagle Lake has to offer."
Mikisew,Fishing,"Eagle Lake is a popular fishing lake for Walleye, Small and Large mouth Bass, Lake Whitefish, Perch and Northern Pike."
Mikisew,Hiking,Four interconnected loops meander through mixed terrain with steep grades. Choose a hike that suits you.
Mikisew,Swimming,There are three sand beaches for swimming located along Eagle Lake in Mikisew Provincial Park. The North Beach and Centre Beach are located in the Hardwoods Campground and the Day-Use Beach is located in the Day-Use area. All of these beaches are marked with buoys and have gradual drop-offs.
Misery Bay,Birding,"Misery Bay is such a diverse place, with many different bird habitats. Keen birders and casual observers will see many species of warblers that nest in the park, like Northern Parula, Black-throated Green and Yellow-rumped, flycatchers like the Eastern Kingbird, sparrows like the Clay-coloured and LeConte’s, as well as the occasional Bald Eagle or Sandhill Crane."
Misery Bay,Hiking,"Misery Bay offers over 15 km of hiking trails, a boardwalk and a bird viewing platform overlooking the wetland."
Misery Bay,Natural Heritage Education,"Natural Heritage Education programming is offered through the Friends of Misery Bay. From the globally rare alvar communities to the provincially significant bayhead wetland, the park is home to a number species at risk all of which are featured in the various programs."
Missinaibi,Birding,"The Missinaibi River flows through the boreal forest, known worldwide as the”Songbird Nursery” of North America. In spring and summer, the boreal forest is such a rich habitat in which to raise young, that forest songbirds like warblers and flycatchers can nest more closely than in other forests and still feed their chicks with enough food. This is the place to see and hear all of these birds in their breeding colours, singing their territorial songs."
Missinaibi,Boating,Motorboats are allowed on Missinaibi Lake and Brunswick Lake. Motorboats are permitted for anglers flying into Little Missinaibi Lake with one of the registered fly-in outfitters for that lake. Motorboats are permitted seasonally on some sections of the river and all season on others. Check with the park for information on restrictions.
Missinaibi,Canoeing,"There are five canoe route options within the park, some requiring train travel for access, with over 75 backcountry campsites associated with these routes. These are very remote sites, amenities are rustic (a privy toilet, a fire ring and some tent spots), therefore, self-reliance and backcountry experience is essential.  The Missinaibi River itself is one of the longest and famous of the canoe routes in the Hudson Bay watershed – 500km of whitewater river from the Arctic watershed divide down to James Bay."
Missinaibi,Fishing,"Fish for such species as Walleye, Northern Pike, Lake Whitefish and Small-mouth Bass throughout the park, with Missinaibi Lake also home to Lake Trout due to its deep, cold waters. Missinaibi Lake has been a fishing destination for anglers from all over the world, but still remains uncrowded and wild."
Missinaibi,Hiking,"Borasso Logging Camp Trail: 3 km
Visit the remnants of a logging camp that operated in Baltic Bay, part of Missinaibi Lake, in the 1950s. The men who stayed in this camp cut timber over the winter, hauled the logs onto Missinaibi Lake and during the spring thaw drove the logs down the Missinaibi River to the mill at Peterbell on the railway. This trail is only accessible by water."
Missinaibi,Hunting,Hunting is permitted outside of the Chapleau Crown Game Preserve and on certain sections along the Missinaibi River. Contact the Park Superintendent for applicable areas.
Missinaibi,Swimming,The Barclay Bay Campground includes an uncrowded sandy beach on the shores of Missinaibi Lake.
Mississagi,Biking,"There are no designated bicycle trails, however cycling is permitted on park roads."
Mississagi,Birding,"The park is an excellent place to see and hear Bald Eagles, a nesting pair of merlins and a large variety of warblers. Loons raise their young on Semiwite Lake."
Mississagi,Boating,Motorboats are allowed on Semiwite and Flack Lakes and there are launching ramps and docks near the campground. Canoes can be rented by the day or half-day.
Mississagi,Canoeing,"Canoeing Semiwite Lake, right from the campground you will find two secluded beaches near the far end of the lake and an island on the south side."
Mississagi,Fishing,"Lake Trout fishing is best in spring and early summer. You might also find Rainbow Trout, Brook Trout and Lake Whitefish on the end of your line."
